tau1,tau2,tau3,tau4,p2,p3,p4,g1,g2,g3,g4,stabf
6.93073230534393,2.5223036084996404,4.498266122731111,7.40031907367682,-1.59200894802079,-0.60354028346499,-1.57444299254273,0.682631006359527,0.801096701378648,0.9600708077140642,0.697409377159618,1
4.08664591900548,1.04125801664358,4.5063139112226915,4.90015451907793,-1.23422101348327,-0.5953506746555209,-1.92435018152036,0.673295385419306,0.7064845186948109,0.358039928638284,0.9382880715598672,1
4.858399940874,5.930691929293691,8.39227161466129,7.68868879243701,-0.8922605086608209,-1.37312594030563,-0.695935233496048,0.761299940191897,0.557648611989175,0.0549236369577108,0.873218748847577,1
0.732236938246619,6.45720518620021,2.51963902990423,7.4672758075008705,-1.6213637533670802,-0.552015493368905,-1.91594715981905,0.4117776748868401,0.9361093493224648,0.42046125920053706,0.363010109671156,1
5.12719564859075,4.93882392393805,5.3170202111585585,7.74638203079947,-0.6950330448660881,-1.95053849122092,-1.03493557311201,0.3922948287233921,0.10298462893484,0.873082291386172,0.3694111503021521,1
1.42483240131901,2.46791097225954,6.892729076278192,1.8128150659826,-0.8954212516713771,-1.4863026963134398,-1.1864836557074,0.106422362139937,0.474484046057246,0.750209095648548,0.68417521220653,0
5.26328078636758,7.580549501881619,4.95215871593109,9.44938912952939,-1.06734173546522,-1.76300338684872,-1.80741951190078,0.494640684079052,0.760684911565201,0.9252849810916228,0.7764462623317281,1
7.86474313225168,6.853669603650251,9.37914686231791,9.50245639525038,-0.732381277063442,-1.80421729435652,-1.23836175380276,0.8282999847263209,0.354089039019382,0.145482082004261,0.661342071364431,1
4.1235700863129185,3.57896380726711,5.945063464568468,8.65421781839115,-1.10286901045241,-1.93533462446491,-1.86697836179341,0.5688074251453629,0.6051173766275689,0.8145531618903109,0.4823141492679671,1
2.24986293956353,6.32696124792002,2.51340904129953,2.4087693717786003,-0.789913309429912,-1.1287715581115,-0.788558873538231,0.470824660722525,0.234610705130702,0.8563943964632091,0.42858942772402703,0
6.678457912510541,7.6217098756388095,9.68747618496666,7.18275869094579,-1.01959372145922,-1.44383500384748,-1.74481356984304,0.301053167533942,0.330828978489855,0.8916711514558778,0.549016405275369,1
2.9597726649153,3.97225702351341,2.79529884558602,3.01614862472231,-1.86084033831236,-1.84481180400033,-0.960721142350254,0.11743335602256698,0.15895305683652802,0.8304048841291172,0.5393254675097361,0
7.594846336006,9.73242851675424,6.911282325574289,2.59750030567199,-1.76510016289939,-0.8593378041215591,-1.22389225777515,0.389081233900659,0.188935141549002,0.9767650744760648,0.471418459739403,1
8.01633562532515,0.673131552762724,9.47190502286174,3.2168078824542703,-1.12929228828271,-0.687617923770566,-1.75919640878362,0.129103774977857,0.137709675821819,0.892883343735008,0.625321024055575,1
9.96583235841647,9.393193813515607,8.43640906721794,4.35492471157938,-1.76723494572453,-0.6932390277885949,-0.8347772814639258,0.7303631441730469,0.747385475525903,0.279274334207624,0.38908762693766497,1
8.250593563375139,1.55287611110441,2.53184473049794,3.54571869326513,-1.98475494254206,-1.89014443002674,-1.37213224933466,0.476845650754786,0.9554087385397672,0.29058278681701194,0.9503824585109109,0
6.33423611625124,7.66470013376572,3.9047839983194703,0.580629774043767,-1.0601267696393102,-1.0624713956069,-1.52087354477122,0.519440203574565,0.533386375033932,0.4695291563870589,0.5115023639488879,1
0.755820151580742,2.4186655058958,4.16304576018229,8.178926543229691,-1.64977648946497,-0.8082259085423079,-1.12379350821307,0.619139004337328,0.652168426539829,0.414633285305698,0.5353791104749029,0
1.45232310816894,7.76338790267864,5.92774564426471,4.90782611290176,-1.5433386592506495,-1.4131440076430402,-0.7669231025540391,0.913557770533848,0.0764844191847602,0.0924008556764724,0.182537054282136,0
8.95679323776991,6.81432326361749,1.83878929504276,4.487595899373111,-0.840857326784963,-1.4480812189501202,-1.13451323664994,0.8627045545135009,0.39480316511307,0.641424251559569,0.943964109505534,1
5.12584124789857,3.23645810531555,7.023974121275151,8.24725434879492,-1.5643713850398702,-1.4801359595628,-0.971082226972224,0.8440437085625279,0.428443697321198,0.18528228777556896,0.604110116493019,1
6.67381927335826,5.3355445067741,4.06690131696577,1.95892221606534,-1.04922848464178,-1.35493447857818,-0.509710442024912,0.6608257907091271,0.6792654644928199,0.7880075028900791,0.0872223632965714,1
1.7338742782918,6.5903782003409015,2.01728061311546,1.43174015530756,-0.6480980058955611,-0.550014667728718,-0.782895452816761,0.7872542659399291,0.449893233686464,0.57109492122389,0.0988046155925363,0
9.838842511727961,2.98872088254229,4.7424291711979185,3.36456900760364,-1.00873860047867,-1.32009495089438,-0.6043953749133271,0.8789832817984492,0.16120223176482,0.350804686900394,0.6864087023598531,1
5.53856565442017,3.4790141141299,4.2394150638552315,3.56624868626966,-1.5933120566117098,-0.7689674006281421,-1.09110397405836,0.8947252627360791,0.7208676404651592,0.850312796591196,0.198311538595884,1
7.65519070586098,9.91871485056715,4.94228958251759,3.33422755333801,-0.9673893210971032,-1.58001946416906,-1.46714241378389,0.8216705960226591,0.953297474535441,0.7864265700146009,0.924544917170663,1
3.3304875938774705,4.60004194352215,1.1178910842207,4.77113416423792,-1.40170758455545,-1.40145048525828,-0.586362355817296,0.4522713542510271,0.35249682419354,0.64177939594073,0.4463519047922929,0
1.12432531209715,4.84274233575927,9.65582054055473,8.06739415979257,-1.24429646788755,-0.622024327128194,-0.6449141733451861,0.7859440936645269,0.25251942672691097,0.2833454353658739,0.189274726749423,0
9.84027348986912,7.4900839704419,7.30979600196362,4.58895835889579,-0.925074503894313,-1.89051299820138,-1.6886769827573898,0.909631253131684,0.922700952792892,0.8901805455642929,0.245041595257537,1
2.017717312563,4.08854296503684,8.19083349146622,5.91541451905975,-0.70690298502167,-0.696274218762445,-1.5845620424766895,0.203419790037791,0.17882039182102802,0.7355087724827059,0.3838369505623879,1
2.33748715640889,8.4511653837795,5.4315289408280885,6.37711868006909,-1.63130916815995,-1.76011860741734,-0.9914679745542242,0.8131068957629449,0.25415112465265605,0.9354763646101272,0.788852915326145,1
9.733576835896761,2.22981097237319,2.1459947863143403,7.3006790646778095,-1.1594363875977098,-1.83189698602798,-0.771775306593138,0.3993557456985121,0.514639193706859,0.113902052361503,0.6320992327554411,0
7.99280594485176,7.92275408810817,7.774421820441308,4.957976082999919,-1.27241268254829,-1.61133291902478,-0.682930214285012,0.942249945603434,0.973506027486138,0.400791716940904,0.818530496256534,1
